event_id,event_title,event_summary,main_tag,main_tags,keywords,key_phrases,start_date,end_date,discussion_count,message_count,chat_count,author_count,negative_count,toxic_count,negative_share,toxic_share,importance_score,status,is_hidden
e_01187,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 12:18 по 22.04.2026 00:05. Внутри: 141 сообщений, 34 чатов, 111 участников. Ключевые сигналы: ближняя подача, пассажир принять, приоритет заказов.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|приоритет|фастен|приоритета|заказа|заказов|кэфа,ближняя подача|пассажир принять|приоритет заказов|пропустить приоритет|подача комфорт,2026-04-21 12:18:00,2026-04-22 00:05:00,78,141,34,111,20,1,0.1418,0.0071,25.66,новый,False
e_00881,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 20.04.2026 12:04 по 21.04.2026 02:13. Внутри: 150 сообщений, 30 чатов, 123 участников. Ключевые сигналы: вокзал адлер, ближняя подача, приоритет заказов.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,приоритет|кэф|фастен|кэфом|комфорт|кэфа|пассажир,вокзал адлер|ближняя подача|приоритет заказов|пассажир принять|подача комфорт,2026-04-20 12:04:00,2026-04-21 02:13:00,83,150,30,123,16,7,0.1067,0.0467,25.5,новый,False
e_01704,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 23.04.2026 12:09 по 23.04.2026 23:59. Внутри: 114 сообщений, 29 чатов, 93 участников. Ключевые сигналы: санкт петербург, пропуск ручном, ручном изменений.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|приоритет|санкт|петербург|приоритета|изменений|нас,санкт петербург|пропуск ручном|ручном изменений|изменений отключении|отключении сети,2026-04-23 12:09:00,2026-04-23 23:59:00,70,114,29,93,24,9,0.2105,0.0789,25.13,новый,False
e_01436,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 22.04.2026 12:00 по 23.04.2026 00:04. Внутри: 145 сообщений, 24 чатов, 106 участников. Ключевые сигналы: санкт петербург, ближняя подача, пассажир принять.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|улица|санкт|кад|подача|приоритет|пассажир,санкт петербург|ближняя подача|пассажир принять|пропустить приоритет|подача комфорт,2026-04-22 12:00:00,2026-04-23 00:04:00,74,145,24,106,25,7,0.1724,0.0483,25.04,новый,False
e_00116,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 17.04.2026 12:10 по 17.04.2026 23:44. Внутри: 121 сообщений, 30 чатов, 107 участников. Ключевые сигналы: текущий приоритет, пропуск ручном, пропустить приоритет.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,приоритет|улица|кэф|завершен|приоритета|кэфы|пулково,текущий приоритет|пропуск ручном|пропустить приоритет|изменение приоритета|приоритет пропуск,2026-04-17 12:10:00,2026-04-17 23:44:00,81,121,30,107,14,5,0.1157,0.0413,24.98,новый,False
e_00110,Детские кресла и требования к заказам,"Тема «яндекс» обсуждалась с 17.04.2026 12:23 по 17.04.2026 23:46. Внутри: 82 сообщений, 29 чатов, 77 участников. Ключевые сигналы: детским креслом, сразу легенду, легенду рабочее.",яндекс,яндекс,ящер|яши|минут|кресла|баллов|яше|перед,детским креслом|сразу легенду|легенду рабочее|рабочее место|место тобой,2026-04-17 12:23:00,2026-04-17 23:46:00,74,82,29,77,27,11,0.3293,0.1341,23.91,новый,False
e_00252,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 17.04.2026 20:59 по 18.04.2026 09:55. Внутри: 59 сообщений, 14 чатов, 34 участников. Ключевые сигналы: текст статьи, статьи стало, стало известно.",WB Такси,WB Такси|Забастовка|Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,wildberries|проект|запуск|компании|рынок|агрегатора|удалось,текст статьи|статьи стало|стало известно|известно редакции|редакции амбициозный,2026-04-17 20:59:00,2026-04-18 09:55:00,17,59,14,34,15,1,0.2542,0.0169,23.85,новый,False
e_01634,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 23.04.2026 02:32 по 23.04.2026 11:54. Внутри: 100 сообщений, 22 чатов, 82 участников. Ключевые сигналы: нажимаете кнопку, ближняя подача, кэф горит.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|кэфы|приоритет|приоритета|фастен|нажимаете|кэфа,нажимаете кнопку|ближняя подача|кэф горит|пропустить приоритет|кэф пропал,2026-04-23 02:32:00,2026-04-23 11:54:00,56,100,22,82,12,3,0.12,0.03,23.64,новый,False
e_00888,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 12:00 по 20.04.2026 23:59. Внутри: 81 сообщений, 33 чатов, 80 участников. Ключевые сигналы: акционеры утвердили, утвердили дивиденды, дивиденды акцию.",яндекс,яндекс,яши|yandex|равно|года|три|учитывает|лет,акционеры утвердили|утвердили дивиденды|дивиденды акцию|такую брал|брал районе,2026-04-20 12:00:00,2026-04-20 23:59:00,77,81,33,80,16,8,0.1975,0.0988,23.63,новый,False
e_01461,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 22.04.2026 13:22 по 22.04.2026 23:37. Внутри: 79 сообщений, 29 чатов, 74 участников. Ключевые сигналы: делегация конкуренты, конкуренты максимовцы, променяешь газель.",яндекс,яндекс,яши|заказов|цели|твой|факту|лиговский|ulitsa,делегация конкуренты|конкуренты максимовцы|променяешь газель|газель твой|твой зарплатой,2026-04-22 13:22:00,2026-04-22 23:37:00,70,79,29,74,15,6,0.1899,0.0759,23.13,новый,False
e_00352,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 12:03 по 18.04.2026 21:13. Внутри: 74 сообщений, 22 чатов, 70 участников. Ключевые сигналы: ближняя подача, пропустить приоритет, пассажир принять.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|приоритет|кэфы|приоритета|улица|пропустить|ближняя,ближняя подача|пропустить приоритет|пассажир принять|откуда кэф|кэф спрашиваешь,2026-04-18 12:03:00,2026-04-18 21:13:00,60,74,22,70,9,4,0.1216,0.0541,22.98,новый,False
e_00300,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 02:35 по 18.04.2026 12:09. Внутри: 67 сообщений, 22 чатов, 59 участников. Ключевые сигналы: санкт петербург, ближняя подача, пассажир принять.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,приоритет|кэф|комфорт|улица|подача|тариф|кэфы,санкт петербург|ближняя подача|пассажир принять|подача комфорт|новая фишка,2026-04-18 02:35:00,2026-04-18 12:09:00,45,67,22,59,14,3,0.209,0.0448,22.98,новый,False
e_01120,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 05:37 по 21.04.2026 11:35. Внутри: 65 сообщений, 21 чатов, 59 участников. Ключевые сигналы: ближняя подача, пассажир принять, подача комфорт.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,приоритет|кэф|разница|подача|принять|ближняя|комфорт,ближняя подача|пассажир принять|подача комфорт|баллы приоритета|кэф горит,2026-04-21 05:37:00,2026-04-21 11:35:00,44,65,21,59,11,6,0.1692,0.0923,22.74,новый,False
e_00804,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 20.04.2026 05:38 по 20.04.2026 12:06. Внутри: 75 сообщений, 21 чатов, 60 участников. Ключевые сигналы: пропустить приоритет, ближняя подача, нихуя любимые.",Коэффициент,Коэффициент|Фастен|яндекс,кэф|приоритет|фастен|улица|приоритета|приоритетом|горит,пропустить приоритет|ближняя подача|нихуя любимые|любимые кроме|кроме моего,2026-04-20 05:38:00,2026-04-20 12:06:00,44,75,21,60,12,5,0.16,0.0667,22.45,новый,False
e_01703,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 23.04.2026 12:08 по 23.04.2026 23:23. Внутри: 69 сообщений, 25 чатов, 67 участников. Ключевые сигналы: заказов версии, версии яши, яши заказов.",яндекс,яндекс,яши|заказов|яшу|ценник|процент|заказа|состоялись,заказов версии|версии яши|яши заказов|заказов выше|выше доход,2026-04-23 12:08:00,2026-04-23 23:23:00,65,69,25,67,12,8,0.1739,0.1159,22.45,новый,False
e_00588,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 12:02 по 19.04.2026 19:57. Внутри: 59 сообщений, 20 чатов, 54 участников. Ключевые сигналы: выйти линию, ленина изменений, приоритет баллы.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,приоритет|кэф|улица|дешевле|кэфы|фастон|плюс,выйти линию|ленина изменений|приоритет баллы|баллы увеличиваться|увеличиваться приоритет,2026-04-19 12:02:00,2026-04-19 19:57:00,41,59,20,54,7,8,0.1186,0.1356,22.25,новый,False
e_00026,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 17.04.2026 06:00 по 17.04.2026 15:26. Внутри: 64 сообщений, 19 чатов, 56 участников. Ключевые сигналы: приоритет заказов, активных целей, целей узнайте.",Коэффициент,Коэффициент|Приложение и сбои|Яндекс Про|яндекс,приоритет|кэф|кэфы|кресла|заказа|плюс|вроде,приоритет заказов|активных целей|целей узнайте|узнайте получить|получить новую,2026-04-17 06:00:00,2026-04-17 15:26:00,44,64,19,56,8,5,0.125,0.0781,22.23,новый,False
e_01336,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 22.04.2026 05:14 по 22.04.2026 12:24. Внутри: 55 сообщений, 19 чатов, 47 участников. Ключевые сигналы: детали заказа, заказа баллы, баллы приоритета.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|приоритет|заказа|приоритетом|комфорт|подача|приоритета,детали заказа|заказа баллы|баллы приоритета|приоритета статус|статус завершен,2026-04-22 05:14:00,2026-04-22 12:24:00,37,55,19,47,12,4,0.2182,0.0727,22.16,новый,False
e_01172,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 12:10 по 21.04.2026 20:16. Внутри: 51 сообщений, 23 чатов, 49 участников. Ключевые сигналы: долбоебы лайки, лайки ставить, пошла эта.",яндекс,яндекс,яши|какой|причем|вроде|лайки|через|год,долбоебы лайки|лайки ставить|пошла эта|эта аудитория|постоянно мониторинг,2026-04-21 12:10:00,2026-04-21 20:16:00,45,51,23,49,13,5,0.2549,0.098,21.69,новый,False
e_00800,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 03:17 по 20.04.2026 11:53. Внутри: 46 сообщений, 23 чатов, 45 участников. Ключевые сигналы: yandex maps, доброе утро, утро барвиха.",яндекс,яндекс,alleya|яшу|ulitsa|yandex|maps|яши|фастум,yandex maps|доброе утро|утро барвиха|барвиха фастум|поняла спасибо,2026-04-20 03:17:00,2026-04-20 11:53:00,40,46,23,45,7,1,0.1522,0.0217,20.86,новый,False
e_00022,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 04:50 по 17.04.2026 11:50. Внутри: 39 сообщений, 22 чатов, 38 участников. Ключевые сигналы: пидар истры, истры сити, сити 1935рублей.",яндекс,яндекс,яши|яше|музыка|куда|сторону|дома|пенсия,пидар истры|истры сити|сити 1935рублей|1935рублей 65км|65км 55мин,2026-04-17 04:50:00,2026-04-17 11:50:00,36,39,22,38,6,4,0.1538,0.1026,20.47,новый,False
e_01325,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 22.04.2026 02:46 по 22.04.2026 11:49. Внутри: 35 сообщений, 19 чатов, 33 участников. Ключевые сигналы: короче проехаться, проехаться вызвать, вызвать комфорт.",яндекс,яндекс,вызвать|написать|халяву|лицензию|яшей|ребенка|аникин,короче проехаться|проехаться вызвать|вызвать комфорт|комфорт плюс|плюс ожидал,2026-04-22 02:46:00,2026-04-22 11:49:00,31,35,19,33,7,4,0.2,0.1143,20.01,новый,False
e_00390,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 18.04.2026 14:21 по 18.04.2026 21:25. Внутри: 40 сообщений, 13 чатов, 33 участников. Ключевые сигналы: вдвое дешевле, wildberries начало, демпинговать странах.",WB Такси,WB Такси|Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,wildberries|беларуси|дешевле|странах|через|вдвое|приоритет,вдвое дешевле|wildberries начало|демпинговать странах|странах запустилось|начало сильно,2026-04-18 14:21:00,2026-04-18 21:25:00,19,40,13,33,6,1,0.15,0.025,20.0,новый,False
e_01269,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 21.04.2026 19:12 по 21.04.2026 23:57. Внутри: 30 сообщений, 13 чатов, 25 участников. Ключевые сигналы: новые законы, заказа комиссия, комиссия сервиса.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,комиссия|заказа|приложения|новые|законы|тольятти|сервиса,новые законы|заказа комиссия|комиссия сервиса|комиссия партнера|стоимости заказа,2026-04-21 19:12:00,2026-04-21 23:57:00,19,30,13,25,5,2,0.1667,0.0667,19.87,новый,False
e_00040,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 17.04.2026 07:49 по 17.04.2026 11:28. Внутри: 35 сообщений, 13 чатов, 28 участников. Ключевые сигналы: апр anp, комиссии сервиса, уплаты налога.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,anp|апр|страховка|осаго|комиссии|страховки|депутат,апр anp|комиссии сервиса|уплаты налога|налога апреля|депутат госдумы,2026-04-17 07:49:00,2026-04-17 11:28:00,20,35,13,28,2,0,0.0571,0.0,19.69,новый,False
e_01368,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 22.04.2026 08:37 по 22.04.2026 14:17. Внутри: 50 сообщений, 7 чатов, 32 участников. Ключевые сигналы: санкт петербург, уронили цены, россия санкт.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,санкт|петербург|улица|каско|цены|проспект|осаго,санкт петербург|уронили цены|россия санкт|петербург пропущен|мужики сколько,2026-04-22 08:37:00,2026-04-22 14:17:00,15,50,7,32,9,1,0.18,0.02,19.62,новый,False
e_00910,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 20.04.2026 12:38 по 20.04.2026 18:13. Внутри: 24 сообщений, 14 чатов, 20 участников. Ключевые сигналы: завершен улица, хоронили капитализм, капитализм порвали.",Законы и налоги,Законы и налоги|Коэффициент|Фастен|яндекс,улица|работает|капитализм|три|налоги|приоритет|каско,завершен улица|хоронили капитализм|капитализм порвали|порвали три|три баяна,2026-04-20 12:38:00,2026-04-20 18:13:00,16,24,14,20,5,0,0.2083,0.0,19.48,новый,False
e_00536,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 05:05 по 19.04.2026 12:13. Внутри: 36 сообщений, 11 чатов, 33 участников. Ключевые сигналы: ближняя подача, подача комфорт, пассажир принять.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|яндекс,приоритет|кэф|подача|комфорт|улица|пропустить|ближняя,ближняя подача|подача комфорт|пассажир принять|пропустить приоритет|санкт петербург,2026-04-19 05:05:00,2026-04-19 12:13:00,27,36,11,33,3,0,0.0833,0.0,19.09,новый,False
e_01110,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 06:15 по 21.04.2026 11:45. Внутри: 27 сообщений, 13 чатов, 25 участников. Ключевые сигналы: цена поднялась.",яндекс,яндекс,работаешь|типа|богатеет|охуевшие|нас|всем|утро,цена поднялась,2026-04-21 06:15:00,2026-04-21 11:45:00,22,27,13,25,9,4,0.3333,0.1481,19.0,новый,False
e_00659,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 17:07 по 19.04.2026 23:32. Внутри: 32 сообщений, 16 чатов, 29 участников. Ключевые сигналы: самый быстрый, кроме самый, проект chat.",яндекс,яндекс,яшу|эконом|через|кроме|детский|самый|быстрый,самый быстрый|кроме самый|проект chat|карточке заказа|заказа кроме,2026-04-19 17:07:00,2026-04-19 23:32:00,28,32,16,29,5,1,0.1562,0.0312,18.98,новый,False
e_00543,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 07:05 по 19.04.2026 11:55. Внутри: 30 сообщений, 16 чатов, 30 участников. Ключевые сигналы: ящер, яши, ulitsa, очереди, всегда.",яндекс,яндекс,ящер|яши|ulitsa|очереди|всегда|опять|сам,,2026-04-19 07:05:00,2026-04-19 11:55:00,26,30,16,30,3,4,0.1,0.1333,18.86,новый,False
e_00595,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 12:20 по 19.04.2026 16:03. Внутри: 20 сообщений, 12 чатов, 20 участников. Ключевые сигналы: всю хуйню.",яндекс,яндекс,ему|конечно|нас|поэтому|какие|назад|года,всю хуйню,2026-04-19 12:20:00,2026-04-19 16:03:00,19,20,12,20,8,7,0.4,0.35,18.74,новый,False
e_00277,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 18.04.2026 00:02 по 18.04.2026 04:22. Внутри: 26 сообщений, 14 чатов, 26 участников. Ключевые сигналы: всем привет, везет выкупил, выкупил пыль.",яндекс,яндекс,нас|везет|быстро|конечно|отменять|всем|привет,всем привет|везет выкупил|выкупил пыль|пыль глаза|глаза главное,2026-04-18 00:02:00,2026-04-18 04:22:00,25,26,14,26,7,2,0.2692,0.0769,18.73,новый,False
e_01508,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 22.04.2026 16:20 по 22.04.2026 23:49. Внутри: 20 сообщений, 13 чатов, 18 участников. Ключевые сигналы: сравнение детализация, уплаты налога, отдохните сравнение.",Законы и налоги,Законы и налоги|Коэффициент|яндекс,anp|улица|комиссии|подъезд|сравнение|детализация|уплаты,сравнение детализация|уплаты налога|отдохните сравнение|государство начинает|начинает облогать,2026-04-22 16:20:00,2026-04-22 23:49:00,16,20,13,18,2,1,0.1,0.05,18.54,новый,False
e_00422,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 18.04.2026 17:58 по 18.04.2026 20:38. Внутри: 23 сообщений, 16 чатов, 22 участников. Ключевые сигналы: яндексом пошли, пошли моисеем.",яндекс,яндекс,понял|давно|яндексом|пошли|моисеем|деньгах|ящер,яндексом пошли|пошли моисеем,2026-04-18 17:58:00,2026-04-18 20:38:00,21,23,16,22,3,1,0.1304,0.0435,18.06,новый,False
e_00108,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 17.04.2026 12:01 по 17.04.2026 16:13. Внутри: 21 сообщений, 9 чатов, 18 участников. Ключевые сигналы: деньги поддержка, поддержка заказов, бесплатная карта.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,деньги|парк|налог|налога|нибудь|страховку|платит,деньги поддержка|поддержка заказов|бесплатная карта|карта еешбэком|еешбэком выгодой,2026-04-17 12:01:00,2026-04-17 16:13:00,13,21,9,18,3,1,0.1429,0.0476,17.96,новый,False
e_01653,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 23.04.2026 06:29 по 23.04.2026 11:47. Внутри: 23 сообщений, 13 чатов, 22 участников. Ключевые сигналы: нажимаете кнопку.",яндекс,яндекс,работает|ему|рейтинг|последняя|яши|нажимаете|своем,нажимаете кнопку,2026-04-23 06:29:00,2026-04-23 11:47:00,22,23,13,22,4,2,0.1739,0.087,17.83,новый,False
e_00497,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 00:02 по 19.04.2026 03:33. Внутри: 25 сообщений, 7 чатов, 22 участников. Ключевые сигналы: санкт петербург, пассажир принять, ближняя подача.",Коэффициент,Коэффициент|Приложение и сбои|Яндекс Про|яндекс,кэф|приоритет|пропустить|подача|проспект|принять|приоритету,санкт петербург|пассажир принять|ближняя подача|сторону дома|пизда приоритету,2026-04-19 00:02:00,2026-04-19 03:33:00,15,25,7,22,6,0,0.24,0.0,17.68,новый,False
e_01784,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 23.04.2026 17:39 по 23.04.2026 21:16. Внутри: 20 сообщений, 10 чатов, 20 участников. Ключевые сигналы: такой жопе, каско сама, сама 52к.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,осаго|чтоли|доступ|каско|сама|встала|баррикады,такой жопе|каско сама|сама 52к|52к чтоли|чтоли встала,2026-04-23 17:39:00,2026-04-23 21:16:00,16,20,10,20,0,1,0.0,0.05,17.62,новый,False
e_00725,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 21:06 по 19.04.2026 23:48. Внутри: 26 сообщений, 11 чатов, 21 участников. Ключевые сигналы: средняя подача, пассажир принять.",Коэффициент,Коэффициент|Фастен|яндекс,кэф|приоритет|дома|заказов|такой|дождь|кэфы,средняя подача|пассажир принять,2026-04-19 21:06:00,2026-04-19 23:48:00,18,26,11,21,1,1,0.0385,0.0385,17.51,новый,False
e_00278,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 00:03 по 18.04.2026 01:23. Внутри: 19 сообщений, 9 чатов, 16 участников. Ключевые сигналы: кэф, горит, заказов, понимаю, хотя.",Коэффициент,Коэффициент|Фастен|яндекс,кэф|горит|заказов|понимаю|хотя|кэфа|фистинг,,2026-04-18 00:03:00,2026-04-18 01:23:00,11,19,9,16,5,1,0.2632,0.0526,17.17,новый,False
e_00369,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 18.04.2026 13:23 по 18.04.2026 16:47. Внутри: 14 сообщений, 11 чатов, 14 участников. Ключевые сигналы: правительство виновато.",яндекс,яндекс,потому|правительство|нас|пассажир|голодранцы|том|нету,правительство виновато,2026-04-18 13:23:00,2026-04-18 16:47:00,14,14,11,14,4,3,0.2857,0.2143,16.87,новый,False
e_01119,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 21.04.2026 07:41 по 21.04.2026 11:59. Внутри: 14 сообщений, 8 чатов, 12 участников. Ключевые сигналы: баллы приоритета.",Законы и налоги,Законы и налоги|Коэффициент|яндекс,баллы|возможно|легально|закон|апреля|хуйня|приоритета,баллы приоритета,2026-04-21 07:41:00,2026-04-21 11:59:00,9,14,8,12,3,0,0.2143,0.0,16.82,новый,False
e_00771,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 20.04.2026 00:22 по 20.04.2026 03:58. Внутри: 25 сообщений, 5 чатов, 19 участников. Ключевые сигналы: виталяс кэф, кэф разрываешь, разрываешь кэф.",Коэффициент,Коэффициент|Приложение и сбои|Фастен|Яндекс Про|яндекс,кэф|утром|улица|фастен|тогда|приоритет|подача,виталяс кэф|кэф разрываешь|разрываешь кэф|кэф опять|опять попер,2026-04-20 00:22:00,2026-04-20 03:58:00,13,25,5,19,4,2,0.16,0.08,16.69,новый,False
e_01284,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 21:23 по 21.04.2026 23:58. Внутри: 20 сообщений, 10 чатов, 19 участников. Ключевые сигналы: яши, заказов, кепки, всех, скрины.",яндекс,яндекс,яши|заказов|кепки|всех|скрины|знать|путь,,2026-04-21 21:23:00,2026-04-21 23:58:00,16,20,10,19,3,1,0.15,0.05,16.68,новый,False
e_00318,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 18.04.2026 08:25 по 18.04.2026 11:49. Внутри: 16 сообщений, 8 чатов, 15 участников. Ключевые сигналы: добрый граждане, граждане таксисты, таксисты максиме.",яндекс,яндекс,яше|добрый|нех|граждане|таксисты|максиме|идут,добрый граждане|граждане таксисты|таксисты максиме|максиме яше|яше идут,2026-04-18 08:25:00,2026-04-18 11:49:00,14,16,8,15,5,3,0.3125,0.1875,16.5,новый,False
e_02018,"Законы, налоги и регулирование такси","Тема «Законы и налоги» обсуждалась с 23.04.2026 19:57 по 23.04.2026 21:47. Внутри: 14 сообщений, 8 чатов, 12 участников. Ключевые сигналы: цены россии, концу года, обслуживание запчасти.",Законы и налоги,Законы и налоги|Приложение и сбои|Фастен|Яндекс Про|яндекс,россии|могут|цены|концу|года|расходы|отечественные,цены россии|концу года|обслуживание запчасти|запчасти страхование|россии могут,2026-04-23 19:57:00,2026-04-23 21:47:00,8,14,8,12,1,0,0.0714,0.0,16.25,новый,False
e_01747,"Коэффициенты, приоритет и тарифы","Тема «Законы и налоги» обсуждалась с 23.04.2026 12:33 по 23.04.2026 16:03. Внутри: 14 сообщений, 9 чатов, 12 участников. Ключевые сигналы: приоритет повышен, приоритет осаго, осаго приоритет.",Законы и налоги,Законы и налоги|Коэффициент|Приложение и сбои|Яндекс Про|яндекс,приоритет|чек|апр|через|осаго|улица|апреля,приоритет повышен|приоритет осаго|осаго приоритет|приоритет понижен|подтверждение документов,2026-04-23 12:33:00,2026-04-23 16:03:00,10,14,9,12,0,0,0.0,0.0,16.22,новый,False
e_00358,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 18.04.2026 12:12 по 19.04.2026 15:40. Внутри: 21 сообщений, 7 чатов, 20 участников. Ключевые сигналы: самый быстрый, фастен паранойя.",Фастен,Фастен|яндекс,фастен|приходит|фастене|паранойя|уронить|рейтинг|посмотреть,самый быстрый|фастен паранойя,2026-04-18 12:12:00,2026-04-19 15:40:00,13,21,7,20,3,2,0.1429,0.0952,16.08,новый,False
e_00283,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 18.04.2026 00:15 по 18.04.2026 10:06. Внутри: 15 сообщений, 10 чатов, 13 участников. Ключевые сигналы: проект запуску, запуску агрегатора, wildberries официально.",WB Такси,WB Такси|Коэффициент|Фастен|яндекс,wildberries|проект|запуск|компании|агрегатора|рынок|удалось,проект запуску|запуску агрегатора|wildberries официально|официально переносится|топ менеджера,2026-04-18 00:15:00,2026-04-18 10:06:00,10,15,10,13,1,1,0.0667,0.0667,16.05,новый,False
e_01081,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 00:00 по 21.04.2026 02:20. Внутри: 15 сообщений, 6 чатов, 11 участников. Ключевые сигналы: ближняя подача, комиссия снижена, пассажир принять.",Коэффициент,Коэффициент|яндекс,приоритет|улица|пропустить|подача|пассажир|принять|ближняя,ближняя подача|комиссия снижена|пассажир принять|речной вокзал|подача комфорт,2026-04-21 00:00:00,2026-04-21 02:20:00,10,15,6,11,5,0,0.3333,0.0,15.73,новый,False
e_01481,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 22.04.2026 13:40 по 22.04.2026 15:57. Внутри: 16 сообщений, 8 чатов, 14 участников. Ключевые сигналы: андропова 17к1, гурьянова 8к1.",Фастен,Фастен|яндекс,фастен|везет|комфорт|фастена|через|андропова|17к1,андропова 17к1|гурьянова 8к1,2026-04-22 13:40:00,2026-04-22 15:57:00,10,16,8,14,3,1,0.1875,0.0625,15.7,новый,False
e_00152,Сбои и проблемы в Яндекс Про,"Тема «Приложение и сбои» обсуждалась с 17.04.2026 15:20 по 17.04.2026 17:04. Внутри: 12 сообщений, 6 чатов, 11 участников. Ключевые сигналы: приложение, впн, получения, мкад, стоит.",Приложение и сбои,Приложение и сбои|Яндекс Про|яндекс,приложение|впн|получения|мкад|стоит|ехать|зависнуть,,2026-04-17 15:20:00,2026-04-17 17:04:00,7,12,6,11,3,1,0.25,0.0833,15.65,новый,False
