event_id,discussion_id
e_00003,d_parent_f0fccc282c31
e_00003,d_parent_f1962595fd15
e_00323,d_parent_b924ffc2e63e
e_00096,d_parent_3ffbda482d61
e_00003,d_parent_f59d13225091
e_00003,d_parent_3784637dc75e
e_00096,d_parent_a0d8a45fe3ac
e_00096,d_parent_d273969671f0
e_00003,d_parent_334c990c8c01
e_00324,d_parent_4b5ad8ff22f4
e_00096,d_parent_5fbd929b9b66
e_00012,d_parent_6f69275b5ee0
e_00325,d_parent_7fd892575b76
e_00003,d_parent_b99118d68829
e_00003,d_parent_29d32ec72bba
e_00135,d_parent_3cbb215a5a8c
e_00079,d_parent_d0f67941ccb6
e_00096,d_parent_f99d9c1b07b0
e_00096,d_parent_0f7e3f81ee94
e_00003,d_parent_94b5970db6a1
e_00096,d_parent_fe584cd883b4
e_00003,d_parent_293e99b33d54
e_00003,d_parent_82a06f18b1db
e_00003,d_parent_f6c9e6c04fbf
e_00326,d_parent_200746822060
e_00079,d_parent_51bd3232a719
e_00135,d_parent_3357518a3270
e_00327,d_parent_d997f84f09c2
e_00327,d_parent_5208bfcb131f
e_00096,d_parent_7ac34ba8e21b
e_00003,d_parent_3800b846b938
e_00328,d_parent_8baa596864d6
e_00003,d_parent_81f755b55fc4
e_00096,d_parent_aefa47827bd4
e_00051,d_parent_4765db30cb33
e_00003,d_parent_61396fec2230
e_00096,d_parent_040daa9083ee
e_00329,d_parent_4d98d567446a
e_00096,d_parent_7cbb742c7090
e_00096,d_parent_0bae6cb24a3d
e_00003,d_parent_052e40b098f6
e_00096,d_parent_780f3c0ee69d
e_00096,d_parent_8a446b0cfb4a
e_00096,d_parent_460bd1fcc12c
e_00330,d_parent_671b5843e2bb
e_00003,d_parent_54e6dfd6132f
e_00096,d_parent_77420fc88242
e_00079,d_parent_fcefd89b2480
e_00331,d_parent_fdd2fffcfa44
e_00332,d_parent_154bc501ebff
e_00135,d_parent_7b8ced7094ee
e_00333,d_parent_2f18acd569a9
e_00003,d_parent_0882dce5b4aa
e_00096,d_parent_36bd498cb9be
e_00334,d_parent_737d8c9aafe8
e_00003,d_parent_ebc2df1bd1ac
e_00051,d_parent_d3d610b55783
e_00003,d_parent_bec0d534e56d
e_00079,d_parent_f166bf480afb
e_00335,d_parent_74f79e46b99e
e_00051,d_parent_ba0d43ddc7ae
e_00003,d_parent_f077f69ec35d
e_00003,d_parent_2f1a170b66a9
e_00003,d_parent_f3c1a05179bb
e_00003,d_parent_37d24bf601ef
e_00336,d_parent_a7a76032d6f7
e_00003,d_parent_e48eab703600
e_00003,d_parent_373eedad8591
e_00003,d_parent_10f2ad6243e4
e_00135,d_parent_8ddbf6400708
e_00003,d_parent_3697962fa701
e_00003,d_parent_53145986528c
e_00096,d_parent_9b7cef36b8ef
e_00003,d_parent_97c7ca7c772e
e_00337,d_parent_d0579a0f833a
e_00003,d_parent_12efc3b4fd7d
e_00096,d_parent_a2a4d9dd00bc
e_00003,d_parent_e360171dffc1
e_00338,d_parent_5b0aa76f7853
e_00096,d_parent_620b612c6ca5
e_00079,d_parent_50b8dd36f4f1
e_00339,d_parent_950d63a35f72
e_00096,d_parent_09c4f6bec9b2
e_00340,d_parent_aa3aef57d512
e_00341,d_parent_45f4c398b520
e_00096,d_parent_bea4452dbf90
e_00013,d_parent_6c3de6079952
e_00342,d_parent_a3e3c1fdcf53
e_00096,d_parent_acf3f60c7198
e_00343,d_parent_820f5af23cee
e_00344,d_parent_2a50c7f8ad97
e_00345,d_parent_f59db3219de3
e_00096,d_parent_2ae761aa546a
e_00003,d_parent_48386ff78c77
e_00096,d_parent_a27e0ab369df
e_00346,d_parent_92786a609371
e_00096,d_parent_846efb1a9b51
e_00003,d_parent_d448b462fcdd
e_00051,d_parent_a1f97aca59f9
e_00003,d_parent_285eb2306b02
e_00347,d_parent_56cae3f7ce53
e_00051,d_parent_1e8cbc3354c8
e_00136,d_parent_e6306fe9bd3d
e_00136,d_parent_7e887b0534a9
e_00051,d_parent_e6e1b0bd8da2
e_00003,d_parent_b3d58704ce5d
e_00003,d_parent_1ec0013d87b5
e_00348,d_parent_12a4a3d16039
e_00003,d_parent_ebecc527ef8b
e_00079,d_parent_7a5cb3aeda7a
e_00349,d_parent_013705aa7c7c
e_00096,d_parent_3779a5a4fa1e
e_00350,d_parent_bb231f061585
e_00352,d_parent_641017daed14
e_00003,d_parent_a13d44f17ba2
e_00079,d_parent_de2385e365d5
e_00079,d_parent_f71bae6ef74c
e_00096,d_parent_db0731ee4a7a
e_00003,d_parent_9924f10159d5
e_00003,d_parent_04480b622811
e_00096,d_parent_54caf8123cd0
e_00353,d_parent_d6906d8c943e
e_00096,d_parent_f68798cac2b5
e_00079,d_parent_8a8c306395e6
e_00096,d_parent_c514af083947
e_00136,d_parent_ee92a8eefb2e
e_00003,d_parent_18f08cad7827
e_00136,d_parent_c5dd6acb4c84
e_00096,d_parent_02c8bac55e92
e_00354,d_parent_dc74daf14c96
e_00355,d_parent_6083c4bf60d8
e_00136,d_parent_ff16180a8a8c
e_00051,d_parent_675a36d393a5
e_00079,d_parent_3e4c5e16dc8f
e_00356,d_parent_e3921fde63d6
e_00358,d_parent_23c821540ff5
e_00051,d_parent_dec05faed864
e_00003,d_parent_7681cd4949c9
e_00003,d_parent_b05b214e5a8f
e_00359,d_parent_73644263e582
e_00079,d_parent_c2dc43c7ee2e
e_00003,d_parent_f3e45939b4e1
e_00079,d_parent_8496a8b0fc51
e_00079,d_parent_355bc213cefc
e_00003,d_parent_178883ec35ef
e_00003,d_parent_55383b09111e
e_00351,d_parent_bc7e820407f3
e_00079,d_parent_f1cfbdbe6366
e_00051,d_parent_f810daae1c4e
e_00360,d_parent_0fa14a327c34
e_00003,d_parent_5ab80a13732a
e_00079,d_parent_9c76b4162a3e
e_00079,d_parent_0b41d0207099
e_00079,d_parent_0310097ecab1
e_00051,d_parent_de92d07d7fab
e_00003,d_parent_6abb24ff140f
e_00137,d_parent_d400688c8431
e_00003,d_parent_782bace086a0
e_00096,d_parent_771f89cffcaa
e_00361,d_parent_bb37f427f54b
e_00362,d_parent_84e371d55665
e_00003,d_parent_522dab1571e6
e_00096,d_parent_a290ed8bd756
e_00096,d_parent_4bdd588ce513
e_00003,d_parent_68a015fb39ed
e_00096,d_parent_a38b8d6a9856
e_00003,d_parent_0a477da1d9c6
e_00363,d_parent_1e2277205121
e_00051,d_parent_504e52f6382c
e_00096,d_parent_d1e2d9b8bfcc
e_01425,d_parent_75ed2ec515c2
e_00365,d_parent_4291a42db28c
e_00080,d_parent_730abea23ef4
e_00003,d_parent_e1720311cd8e
e_00366,d_parent_5049915fe7be
e_00367,d_parent_209171151273
e_00014,d_parent_16429469a0b3
e_00014,d_parent_7c1e26c41ba1
e_00368,d_parent_a86a33810192
e_00370,d_parent_157fed200643
e_01426,d_parent_92e94ac9403c
e_00051,d_parent_1a777863dc86
e_00003,d_parent_de73d59f919c
e_00003,d_parent_9a748a5e601c
e_00096,d_parent_92ae4ccab47f
e_00371,d_parent_c7dd6cb46225
e_00003,d_parent_b96c8d5b1188
e_00003,d_parent_31f60109dba7
e_00003,d_parent_8013021292ac
e_00372,d_parent_c13f33d6842c
e_00003,d_parent_076d36c9dce1
e_00096,d_parent_88ce3b736857
e_00003,d_parent_d30d9c45a08d
e_01427,d_parent_8d91e8cebf19
e_00003,d_parent_ceca9b6b04c0
e_00373,d_parent_9395de72a5bf
e_00374,d_parent_070d43fe27be
e_01428,d_parent_66d80ba65688
e_00375,d_parent_2264962ccbaf
e_00376,d_parent_9f05c313f2ae
e_00377,d_parent_885aad6fcb65
e_00378,d_parent_ada12e8558cf
e_00003,d_parent_a9fd27a05a71
e_00138,d_parent_6fdf83920a85
e_00003,d_parent_6d347e33142a
e_00081,d_parent_df03921890c6
e_00051,d_parent_f77bb3ca8970
e_00003,d_parent_2fd7ebb96a62
e_00379,d_parent_8206848df496
e_00138,d_parent_32afc6adcc0d
e_00380,d_parent_ae2fe4e16394
e_00003,d_parent_5b36b369e745
e_00003,d_parent_24f06caa0464
e_00081,d_parent_f64d0fcda231
e_00381,d_parent_084012874f18
e_00003,d_parent_594c2cbd6f42
e_00382,d_parent_783305ddfb12
e_00384,d_parent_d372b59300f3
e_00385,d_parent_e744c766809c
e_00081,d_parent_11c56cd75957
e_00051,d_parent_5168c9633137
e_00386,d_parent_499387c379a9
e_00051,d_parent_ea41991de419
e_00096,d_parent_819dda4d6a0f
e_00387,d_parent_8ccbd6041fa2
e_00003,d_parent_54e8dcb2509b
e_00096,d_parent_2afb4590b61e
e_00139,d_parent_e5fc4d739a5a
e_00096,d_parent_9dc8ee3c99be
e_00096,d_parent_cb0312470fbb
e_00139,d_parent_f3411d19d018
e_00003,d_parent_4b868c16cc38
e_00003,d_parent_5937f264b08c
e_00051,d_parent_420b701982ee
e_00096,d_parent_9b20374afc8b
e_00003,d_parent_579904fd4cc0
e_00003,d_parent_719b65573c48
e_00388,d_parent_45578ec23447
e_00003,d_parent_55c8ba8ee1e7
e_00003,d_parent_31a4d8dbb7bb
e_00003,d_parent_4246c8880ba8
e_00389,d_parent_00ef0e5249c5
e_00003,d_parent_f55c617d3ed9
e_00390,d_parent_90828015ac1d
e_00003,d_parent_916f7a768b9c
e_00391,d_parent_3a863876e515
e_00391,d_parent_858204989be5
e_00392,d_parent_6dc831f95bc5
e_00051,d_parent_4356cdb1e501
e_00096,d_parent_fe46e2fc2541
e_00096,d_parent_57e469783b79
e_00096,d_parent_2a7f7d7edc4f
e_00393,d_parent_fed44d25a821
e_00394,d_parent_2b917df9a4b8
e_00003,d_parent_0acfa4c6134c
e_00081,d_parent_aab7f9feff55
e_00081,d_parent_f7487e479d33
e_00015,d_parent_e38f4b2706d5
e_00003,d_parent_be9b33c4dfb6
e_00081,d_parent_2d2a91e2d6c5
e_00395,d_parent_31eceddb0b5a
e_00081,d_parent_0bf39a947800
e_00396,d_parent_01ba880b9f83
e_00096,d_parent_7c47991a4b86
e_00397,d_parent_ed1506ca5ffe
e_00081,d_parent_6a1d9b34c8e7
e_00096,d_parent_5bfe5d42a0f6
e_00398,d_parent_ece8224a52d5
e_00399,d_parent_be85128a2b25
e_00400,d_parent_353915b4c390
e_00401,d_parent_377d0f8c9fd2
e_00402,d_parent_db6dfd2e0afb
e_00003,d_parent_4a22397d6cf0
e_00403,d_parent_4c46f8a1ee7b
e_00003,d_parent_005b780da6d1
e_00051,d_parent_f2d3dbf933a0
e_00051,d_parent_f9ff413a1240
e_00003,d_parent_a17bc4d4b024
e_00404,d_parent_7c1334160bc3
e_00096,d_parent_458c1ed6ab0a
e_00140,d_parent_10cde1329cf0
e_00405,d_parent_ebd8c20e78b0
e_00364,d_parent_bb23d07d76c7
e_00096,d_parent_e0c710e108b4
e_00081,d_parent_15ef7e6e5f0a
e_00051,d_parent_0d61d6452d51
e_00406,d_parent_3731cf80f5fb
e_00051,d_parent_04b0ad80c145
e_00140,d_parent_e25645ceb105
e_00003,d_parent_f8534e91f7a5
e_00003,d_parent_0c5bfd3db203
e_00407,d_parent_106d17a7c422
e_00096,d_parent_ab60d34bdc5c
e_00003,d_parent_70d5ca027e5d
e_00096,d_parent_2add8e16ee89
e_00081,d_parent_a35dfb44bed2
e_00081,d_parent_7c822ef60d7f
e_00081,d_parent_2b395dae3c54
e_00081,d_parent_38112fa5e993
e_00408,d_parent_ec7f1cfe1495
e_00003,d_parent_4d0453640b7a
e_00409,d_parent_5ed40aa23a48
e_00410,d_parent_a32c733b9329
e_00411,d_parent_6fdf84b3789f
e_00003,d_parent_5b003bca03a0
e_00412,d_parent_06c0abe82769
e_00413,d_parent_1869df03faaa
e_00015,d_parent_b81a35e175b2
e_00140,d_parent_9d18549fc0a5
e_00096,d_parent_a23f61e40d78
e_00096,d_parent_cf752f828f0a
e_00096,d_parent_0b429a373e4a
e_00096,d_parent_0caa0e546693
e_00414,d_parent_67dd79bab3a4
e_00003,d_parent_d5f31a155f48
e_00003,d_parent_c4fdd62c6493
e_00096,d_parent_44e3ee59a2a7
e_00096,d_parent_a0458766b97f
e_00096,d_parent_17d9899b8660
e_00003,d_parent_d45d66bd35c5
e_00113,d_parent_25489ff174ba
e_00096,d_parent_24922d3a4a82
e_00003,d_parent_f3d3ebe4d6a2
e_00015,d_parent_bad767fefa5c
e_00140,d_parent_36eea6ae76e1
e_00003,d_parent_1f7c6a777fc6
e_00015,d_parent_17286d4a7c3b
e_00051,d_parent_9c119f26fa3c
e_00003,d_parent_59f3f79cb994
e_00113,d_parent_bd41e7a1eedb
e_00003,d_parent_63b3a0c31929
e_00096,d_parent_7de694dae92d
e_00003,d_parent_ec558b5673cb
e_00082,d_parent_2bb69386af43
e_00415,d_parent_9a3f4859ed38
e_00140,d_parent_994b90419a3f
e_00003,d_parent_59bb66dc0d38
e_00003,d_parent_0ccf78e0f702
e_00140,d_parent_c4712999de3e
e_00140,d_parent_815fc8df10c8
e_00003,d_parent_c04129a5e396
e_00416,d_parent_a87c7a680732
e_00417,d_parent_04c520094d5b
e_00082,d_parent_d03305701586
e_00140,d_parent_e2f8f5996d0f
e_00096,d_parent_66abeefaf22c
e_00418,d_parent_ad3f72601b3a
e_00003,d_parent_a0ff294aeff8
e_00140,d_parent_7c672c14fc1a
e_00082,d_parent_560366030f17
e_00419,d_parent_6a3da40bcde7
e_00140,d_parent_e7f2a25618dc
e_00140,d_parent_d67a9a72533b
e_00140,d_parent_0acb639f4c21
e_00420,d_parent_2848a2b3e359
e_00421,d_parent_13908cfa4d25
e_00096,d_parent_d84611dc7134
e_00140,d_parent_43dee0000a8f
e_00096,d_parent_08af2f5a8d81
e_00096,d_parent_025accc2852a
e_00096,d_parent_d639e2e551bd
e_00096,d_parent_93b1a05c0ec9
e_00140,d_parent_71406fd4065c
e_00422,d_parent_af60792e9932
e_00140,d_parent_d58b99a3b5af
e_00096,d_parent_4731dba218ec
e_00140,d_parent_e92f4f2c9dc9
e_00423,d_parent_bc774537e4cc
e_00003,d_parent_c383e5bea1e6
e_00140,d_parent_b1e99a900ff6
e_00096,d_parent_e077170f0548
e_00140,d_parent_fb3d9cdc3842
e_00096,d_parent_58ac0bc632dd
e_00140,d_parent_ac69586e244f
e_00140,d_parent_5ef12a951b81
e_00424,d_parent_fcc980156f1a
e_00425,d_parent_973624164fd7
e_00140,d_parent_6d87648af73b
e_00140,d_parent_795e4768c3b9
e_00426,d_parent_9aa3e64b77cb
e_00003,d_parent_e714862d1605
e_00140,d_parent_c79b5374adac
e_00082,d_parent_7ab211f6e6f8
e_00140,d_parent_8ef8f70ccb11
e_00096,d_parent_4a0c0abd2d1a
e_00140,d_parent_e31102844cdb
e_00427,d_parent_fa80aa4ebeb3
e_00003,d_parent_0fc5e2a5cc97
e_00428,d_parent_e7c7aa6bbb60
e_00429,d_parent_484c5c110c24
e_00003,d_parent_de7b475d3ec4
e_00430,d_parent_4e8c3510759b
e_00003,d_parent_3b4938c16820
e_00140,d_parent_510bdc22e19b
e_00431,d_parent_e3ac1b24d202
e_00096,d_parent_e10ee088e466
e_00096,d_parent_295a79c0ea20
e_00432,d_parent_be842f963e12
e_00432,d_parent_02c40b3860f0
e_00140,d_parent_a762b7c01814
e_00096,d_parent_df9ff980a632
e_00003,d_parent_79111049d371
e_00096,d_parent_a0021d49ad75
e_00433,d_parent_5b9034a9e1d0
e_00433,d_parent_7b44bcc0fd1a
e_00434,d_parent_88abed865612
e_00003,d_parent_30ad01ec9523
e_00003,d_parent_e34edf2a47a6
e_00096,d_parent_4f08cef421bd
e_00435,d_parent_09fe3a01730b
e_00052,d_parent_c9c6842efc26
e_00436,d_parent_f5941edf2bc3
e_00437,d_parent_840213d63157
e_00096,d_parent_6e9834d7d243
e_00083,d_parent_ee9e1c7decb2
e_00438,d_parent_0b0eb003ff60
e_00438,d_parent_b5b3ebca8985
e_00438,d_parent_db7761937dcf
e_00140,d_parent_35a5377643ad
e_00140,d_parent_6a0d12b8c9fc
e_00140,d_parent_7bd7129401e6
e_00003,d_parent_172e9d1d8702
e_00140,d_parent_4144b7a6d881
e_00439,d_parent_d980bd5af0ef
e_00440,d_parent_329bf80d6854
e_00441,d_parent_539778146234
e_00096,d_parent_908c25592160
e_00442,d_parent_0b44833d7ca4
e_00442,d_parent_0a62c7a1c8c4
e_00441,d_parent_2a7911f46ccb
e_00003,d_parent_bde7f9afcde9
e_00443,d_parent_4566a44d7f83
e_00052,d_parent_928438e54929
e_00096,d_parent_343a1996dfa5
e_00003,d_parent_fa7d44ca2b22
e_00096,d_parent_d2fc798cc5a2
e_00003,d_parent_121643b633f2
e_00444,d_parent_0de1acb28777
e_00083,d_parent_5bd8e460946b
e_00003,d_parent_6781fb474c47
e_00052,d_parent_d294ebb31eb9
e_00003,d_parent_50a67473c6b8
e_00052,d_parent_57f8f661576f
e_00445,d_parent_a2bbf96babd8
e_00446,d_parent_1c9fef8cd765
e_00447,d_parent_fd69dfbebaad
e_00448,d_parent_ca947d731a53
e_00449,d_parent_c1ed5b878f96
e_00140,d_parent_eb908ed9d04f
e_00003,d_parent_e290dab2c090
e_00052,d_parent_02840884a2ae
e_00450,d_parent_39e5142b869d
e_00096,d_parent_e4794ed2a28a
e_00003,d_parent_f7b2d66cf42d
e_00017,d_parent_c056520e3600
e_00083,d_parent_bf81dbc4801e
e_00096,d_parent_e19636056f9b
e_00096,d_parent_7d5548f84125
e_00451,d_parent_196ff0dafc1d
e_00452,d_parent_087f8830a496
e_00003,d_parent_bc93e00527d0
e_00453,d_parent_e30793ff09dc
e_00003,d_parent_967c06a6e3fb
e_00454,d_parent_98a7e47e09fb
e_00455,d_parent_d4effc52b2cb
e_00456,d_parent_c6c8a96dd04a
e_00083,d_parent_c7b2460ead11
e_00003,d_parent_7cd4be4ead9a
e_00457,d_parent_018a156d259a
e_00457,d_parent_8198a48e6a03
e_00096,d_parent_a5f47f565817
e_00140,d_parent_a9769769bbac
e_00003,d_parent_a372347d5143
e_00053,d_parent_a331eb518b3f
e_00458,d_parent_f0879b0ab1ac
e_00459,d_parent_dc1745c4b1af
e_00003,d_parent_997a95f96a5f
e_00096,d_parent_877d5963a729
e_00083,d_parent_b88abbbe8ddc
e_00460,d_parent_2eca49c3d9f8
e_00460,d_parent_50fcf1cbcc42
e_00083,d_parent_a57c4acc85ff
e_00083,d_parent_e6173a7eb838
e_00140,d_parent_a596aa38e6e2
e_00096,d_parent_94924a605f43
e_00096,d_parent_73b1daad357d
e_00461,d_parent_d266161712eb
e_00096,d_parent_87b673d58b85
e_00053,d_parent_b8128070b958
e_00053,d_parent_b593e2975d71
e_00053,d_parent_fec0b91f7b96
e_00083,d_parent_2f725f90a984
e_00053,d_parent_46a119f90b1c
e_00096,d_parent_8651cc40726c
e_00462,d_parent_cfebc65057ad
e_00003,d_parent_03be8004273f
e_00096,d_parent_560aafc039f3
e_00003,d_parent_370fd35edaf0
e_00053,d_parent_a1215102a804
e_00003,d_parent_13546e981b5c
e_00096,d_parent_9faf4c147655
e_00096,d_parent_6933921967e9
e_00053,d_parent_32aee68075c2
e_00463,d_parent_31d9821244fe
e_00464,d_parent_423983a7f5d6
e_00465,d_parent_a6a7b84311c8
e_00003,d_parent_6186bb5f91f7
e_00466,d_parent_411a94b5ce0f
e_00467,d_parent_5c456dde26a1
e_00468,d_parent_f63ba2d2471c
e_00096,d_parent_9f3b34eebeee
e_00053,d_parent_e2ef37c4e21b
e_00469,d_parent_6c30a229f5a4
e_00140,d_parent_e6fb7dfbbc1b
e_00003,d_parent_5da7ff7010b5
e_00470,d_parent_b8f13b9b7a75
e_00003,d_parent_f373e0548416
e_00140,d_parent_a414179dd0e3
e_00471,d_parent_ea857cc94a77
e_00472,d_parent_4f8615d05e58
e_00473,d_parent_5d66f7bd4753
e_00140,d_parent_d705fd493034
e_00096,d_parent_abb5b2f3d9e4
e_00474,d_parent_ef053f8800aa
e_00475,d_parent_b1dfdb769979
e_00096,d_parent_8698eb00237e
e_00476,d_parent_dc2daeacaf78
e_00096,d_parent_a019bbfa51b2
e_00096,d_parent_ac4477099164
e_00096,d_parent_23b2cb3b5ac5
e_00019,d_parent_6431f31aca4e
e_00096,d_parent_b0d0de569aef
e_00019,d_parent_f98025d301a8
e_00019,d_parent_723d239e3f37
e_00019,d_parent_a7b363d7e3f3
e_00019,d_parent_d0a9c41d2028
e_00477,d_parent_1183ca708b14
e_00053,d_parent_978b94c3a3ec
e_00003,d_parent_f78a524e72e6
e_00478,d_parent_476f130f7451
e_00096,d_parent_1bff71e70357
e_00479,d_parent_cd12316cf53b
e_00480,d_parent_a8a9b834fead
e_00481,d_parent_4907c0304283
e_00003,d_parent_ec4ca4044358
e_00140,d_parent_050928daeb2c
e_00096,d_parent_4630265dfdb8
e_00096,d_parent_e3085b223cca
e_00482,d_parent_7b8edb4e3dbb
e_00096,d_parent_102d7816a370
e_00096,d_parent_5235038c0eaf
e_00483,d_parent_60a68df586ff
e_00003,d_parent_9a948f36b7f3
e_00003,d_parent_4f8a392d8822
e_00484,d_parent_0d47a6f0290f
e_00486,d_parent_07a13a6ddd16
e_00020,d_parent_4b8d33ae697f
e_00096,d_parent_ae1ab8191976
e_00096,d_parent_cee1985f3b6c
e_00487,d_parent_1cd678cdeba9
e_00488,d_parent_53507d9416c0
e_00490,d_parent_11b7f21b005c
e_00141,d_parent_724f036b6fd0
e_00491,d_parent_c285f6fa4e00
e_00096,d_parent_be741a90b0d3
e_00053,d_parent_f3e1bfe352c7
e_00003,d_parent_11d6a76a26f3
e_00084,d_parent_c0388f4dead7
e_00084,d_parent_daa54ccf2e20
e_00096,d_parent_7611575b36f7
e_00096,d_parent_6ac853f7d717
e_00003,d_parent_f3c9c437f60d
e_00096,d_parent_8e8e9d3ec831
e_00492,d_parent_949d09f14130
e_00493,d_parent_47925d15d1c0
e_00494,d_parent_aea22efccfa2
e_00003,d_parent_60f9446db353
e_00495,d_parent_a1c7ac64f26f
e_00141,d_parent_3c40ed5c7a7c
e_00141,d_parent_d5b5ebe11361
e_00496,d_parent_bbe8bea1ff2a
e_00497,d_parent_c90bddd16f54
e_00498,d_parent_762d5868e4f8
e_00499,d_parent_9b9af7f4a0d6
e_00096,d_parent_45b6e570b4c9
e_00054,d_parent_63fb290ebe46
e_00054,d_parent_aafd0efbe8ac
e_00143,d_parent_394383b687f1
e_00500,d_parent_dc25976eb48e
e_00004,d_parent_1c741d81954c
e_01429,d_parent_fef5d8f6c1c8
e_00004,d_parent_f1dcb691c3e4
e_00004,d_parent_e16d71afe438
e_00097,d_parent_754f5ac6f313
e_00097,d_parent_f849ff256809
e_00097,d_parent_09a2bc88f179
e_00501,d_parent_384c346cfbcb
e_00097,d_parent_1e686fe40c52
e_00055,d_parent_8fff3311cbd5
e_00004,d_parent_534ea20014be
e_00097,d_parent_95e864ac2a2b
e_00502,d_parent_4a6a7fdb5056
e_00004,d_parent_8057ccde3cf0
e_00004,d_parent_22d105c89f6c
e_00097,d_parent_e1b7ad3798f8
e_00097,d_parent_a1bb97d78473
e_00004,d_parent_50e904126820
e_00004,d_parent_bbaa661b7fc8
e_00055,d_parent_4ce9d7e7de6d
e_00055,d_parent_9706b363ed38
e_00097,d_parent_4b1af9c0b487
e_00004,d_parent_5ef780d1f5f5
e_00004,d_parent_4068aaa1fcea
e_00004,d_parent_7839fc5a34ed
e_00097,d_parent_095043a46e19
e_00004,d_parent_69f2a1a11fd2
e_00086,d_parent_d06653d2b65e
e_00503,d_parent_57b488ad24ea
e_00504,d_parent_28fcc1781c32
e_00097,d_parent_65eb7cec827d
e_00004,d_parent_767ef5bf85d3
e_00004,d_parent_11e408dfaaa6
e_00004,d_parent_7194f92c3d27
e_00004,d_parent_fee1ebd649b4
e_00505,d_parent_e4bcc258e255
e_00004,d_parent_c761981829c1
e_00097,d_parent_d4adb7074f3a
e_00004,d_parent_04d7cffc6129
e_00097,d_parent_cfd14c9ec26f
e_00097,d_parent_9744a51b011b
e_00086,d_parent_87564f4f21b3
e_00097,d_parent_329fc93c23f2
e_00506,d_parent_9b8bd3f4ad89
e_00004,d_parent_e37da3a3482b
e_00507,d_parent_c1afc5687487
e_00086,d_parent_a3079670324c
e_00004,d_parent_a847b46bafa8
e_00004,d_parent_450d0a6c8e16
e_00004,d_parent_4d037fe995cd
e_00097,d_parent_4f7f23c3aaba
e_00508,d_parent_f85e2d0ef6c6
e_00097,d_parent_863c1cae92be
e_00004,d_parent_fa6513a1c638
e_00004,d_parent_9fb09a2d9d75
e_00509,d_parent_a1394f2ee4f6
e_00510,d_parent_c80ed1999441
e_00097,d_parent_374a8a6c91e8
e_00097,d_parent_df0ee3fa9c4f
e_01430,d_parent_49ff7577c0f3
e_00143,d_parent_5e8c2742b579
e_00055,d_parent_b89804f2bd3c
e_00055,d_parent_4624508c2565
e_00511,d_parent_8505623c7e5e
e_00512,d_parent_92cd7c37a1a5
e_00513,d_parent_b15256491187
e_00513,d_parent_75eade55c890
e_00004,d_parent_57636bc83e30
e_00097,d_parent_c61205917fe6
e_00097,d_parent_7d39e87eeef8
e_00097,d_parent_4159627dd5e2
e_00514,d_parent_b4ce8f254319
e_00515,d_parent_29310cfb592c
e_00004,d_parent_5b99f28fe9a5
e_00004,d_parent_aadf7df3d751
e_00004,d_parent_0041d41db731
e_00004,d_parent_81fada36a0a0
e_00516,d_parent_cda2481d0765
e_00517,d_parent_5bebc6d80127
e_00517,d_parent_8e98846f35d0
e_00086,d_parent_3050eac808d6
e_00518,d_parent_8da6e01106eb
e_00097,d_parent_b738aba3461f
e_00519,d_parent_5e11012103ea
e_00055,d_parent_896b5b53d9c7
e_00097,d_parent_50b04abfd50c
e_00055,d_parent_d4279de80c58
e_00055,d_parent_713321a6cf91
e_00086,d_parent_8a133236ae27
e_00004,d_parent_b7617660e149
e_00004,d_parent_9d407af32fc1
e_00097,d_parent_1bd76c458f21
e_00520,d_parent_e5abdc4d141d
e_00004,d_parent_55f06987f23b
e_00004,d_parent_8751b7ecc39b
e_00004,d_parent_8fed20667f6d
e_00086,d_parent_4eaa7c09871c
e_00055,d_parent_eb6476d8f086
e_00521,d_parent_e7b98aef3c86
e_00004,d_parent_d22719ea89a7
e_00055,d_parent_3926eb35ec44
e_00097,d_parent_b57f6c264c0d
e_00004,d_parent_1efb4a6f9089
e_00143,d_parent_bdbb9ae9abcf
e_00004,d_parent_beec0326b039
e_00004,d_parent_b6b80bbc59ea
e_00143,d_parent_5a371067de68
e_00522,d_parent_ffe2e4fb0f71
e_00004,d_parent_9fc6b02f5ef0
e_00004,d_parent_7c4e176272ed
e_00097,d_parent_334545d74a33
e_00097,d_parent_9125950c5784
e_00523,d_parent_3300c652b843
e_00004,d_parent_58cf1a051a98
e_00524,d_parent_7e0dd7c8aef5
e_00004,d_parent_8c8a93e1d90b
e_00097,d_parent_5ff25228dd73
e_01431,d_parent_31754e858032
e_00525,d_parent_c35b0c0b7a41
e_00086,d_parent_661a569bbcee
e_00097,d_parent_019136f8ba42
e_00143,d_parent_3d3e04e74654
e_00526,d_parent_ea9e929f1ef5
e_00004,d_parent_98796f4bf4eb
e_00143,d_parent_03d820a401b4
e_00527,d_parent_5bff7ee83e1b
e_00097,d_parent_800943f8cec1
e_00097,d_parent_8210902f0c46
e_00528,d_parent_84ce2992a522
e_00004,d_parent_a85c80aa57b2
e_00004,d_parent_ecc427528b53
e_00529,d_parent_5b1923295fdf
e_00530,d_parent_99f8988171a7
e_00004,d_parent_a5886f4dadbd
e_00531,d_parent_a8f43c53abe3
e_00143,d_parent_422ce7c6859c
e_00532,d_parent_165a14252b1b
e_00097,d_parent_71ae40801ba8
e_00097,d_parent_f0dcb0eebc92
e_00097,d_parent_445d1e93e6a0
e_00055,d_parent_53ede7d55a6a
e_00004,d_parent_d9bae0eae9a4
